SiteID,Date,Time,Date.Time,Water.Temp.C,Water.LoggerID,Water.RowID,Depth_m,AggFile_Source
Ellis,2018-05-24,15:01:00,2018-05-24 15:01,16.463,20312702,1,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-24,16:01:00,2018-05-24 16:01,16.654,20312702,2,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-24,17:01:00,2018-05-24 17:01,16.63,20312702,3,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-24,18:01:00,2018-05-24 18:01,16.654,20312702,4,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-24,19:01:00,2018-05-24 19:01,16.63,20312702,5,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-24,20:01:00,2018-05-24 20:01,16.582,20312702,6,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-24,21:01:00,2018-05-24 21:01,16.582,20312702,7,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-24,22:01:00,2018-05-24 22:01,16.439,20312702,8,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-24,23:01:00,2018-05-24 23:01,16.439,20312702,9,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,00:01:00,2018-05-25 00:01,16.249,20312702,10,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,01:01:00,2018-05-25 01:01,16.392,20312702,11,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,02:01:00,2018-05-25 02:01,16.249,20312702,12,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,03:01:00,2018-05-25 03:01,16.058,20312702,13,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,04:01:00,2018-05-25 04:01,15.986,20312702,14,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,05:01:00,2018-05-25 05:01,15.915,20312702,15,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,06:01:00,2018-05-25 06:01,15.867,20312702,16,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,07:01:00,2018-05-25 07:01,15.772,20312702,17,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,08:01:00,2018-05-25 08:01,15.796,20312702,18,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,09:01:00,2018-05-25 09:01,15.915,20312702,19,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,10:01:00,2018-05-25 10:01,16.034,20312702,20,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,11:01:00,2018-05-25 11:01,16.225,20312702,21,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,12:01:00,2018-05-25 12:01,16.487,20312702,22,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,13:01:00,2018-05-25 13:01,16.677,20312702,23,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,14:01:00,2018-05-25 14:01,16.915,20312702,24,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,15:01:00,2018-05-25 15:01,16.939,20312702,25,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,16:01:00,2018-05-25 16:01,17.153,20312702,26,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,17:01:00,2018-05-25 17:01,17.391,20312702,27,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,18:01:00,2018-05-25 18:01,17.391,20312702,28,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,19:01:00,2018-05-25 19:01,17.272,20312702,29,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,20:01:00,2018-05-25 20:01,17.296,20312702,30,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,21:01:00,2018-05-25 21:01,17.177,20312702,31,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,22:01:00,2018-05-25 22:01,17.296,20312702,32,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-25,23:01:00,2018-05-25 23:01,17.415,20312702,33,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,00:01:00,2018-05-26 00:01,17.296,20312702,34,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,01:01:00,2018-05-26 01:01,17.153,20312702,35,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,02:01:00,2018-05-26 02:01,17.225,20312702,36,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,03:01:00,2018-05-26 03:01,17.201,20312702,37,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,04:01:00,2018-05-26 04:01,17.153,20312702,38,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,05:01:00,2018-05-26 05:01,17.13,20312702,39,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,06:01:00,2018-05-26 06:01,17.058,20312702,40,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,07:01:00,2018-05-26 07:01,17.13,20312702,41,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,08:01:00,2018-05-26 08:01,17.034,20312702,42,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,09:01:00,2018-05-26 09:01,17.106,20312702,43,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,10:01:00,2018-05-26 10:01,17.106,20312702,44,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,11:01:00,2018-05-26 11:01,17.177,20312702,45,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,12:01:00,2018-05-26 12:01,17.272,20312702,46,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,13:01:00,2018-05-26 13:01,17.368,20312702,47,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,14:01:00,2018-05-26 14:01,17.463,20312702,48,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,15:01:00,2018-05-26 15:01,17.796,20312702,49,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,16:01:00,2018-05-26 16:01,17.891,20312702,50,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,17:01:00,2018-05-26 17:01,17.843,20312702,51,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,18:01:00,2018-05-26 18:01,17.772,20312702,52,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,19:01:00,2018-05-26 19:01,17.867,20312702,53,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,20:01:00,2018-05-26 20:01,17.915,20312702,54,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,21:01:00,2018-05-26 21:01,17.819,20312702,55,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,22:01:00,2018-05-26 22:01,17.748,20312702,56,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-26,23:01:00,2018-05-26 23:01,17.653,20312702,57,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,00:01:00,2018-05-27 00:01,17.582,20312702,58,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,01:01:00,2018-05-27 01:01,17.486,20312702,59,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,02:01:00,2018-05-27 02:01,17.344,20312702,60,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,03:01:00,2018-05-27 03:01,17.296,20312702,61,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,04:01:00,2018-05-27 04:01,17.153,20312702,62,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,05:01:00,2018-05-27 05:01,17.058,20312702,63,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,06:01:00,2018-05-27 06:01,17.034,20312702,64,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,07:01:00,2018-05-27 07:01,17.058,20312702,65,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,08:01:00,2018-05-27 08:01,17.106,20312702,66,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,09:01:00,2018-05-27 09:01,17.058,20312702,67,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,10:01:00,2018-05-27 10:01,17.058,20312702,68,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,11:01:00,2018-05-27 11:01,17.13,20312702,69,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,12:01:00,2018-05-27 12:01,17.296,20312702,70,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,13:01:00,2018-05-27 13:01,17.391,20312702,71,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,14:01:00,2018-05-27 14:01,17.582,20312702,72,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,15:01:00,2018-05-27 15:01,17.701,20312702,73,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,16:01:00,2018-05-27 16:01,17.915,20312702,74,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,17:01:00,2018-05-27 17:01,17.867,20312702,75,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,18:01:00,2018-05-27 18:01,17.748,20312702,76,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,19:01:00,2018-05-27 19:01,17.677,20312702,77,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,20:01:00,2018-05-27 20:01,17.629,20312702,78,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,21:01:00,2018-05-27 21:01,17.558,20312702,79,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,22:01:00,2018-05-27 22:01,17.439,20312702,80,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-27,23:01:00,2018-05-27 23:01,17.344,20312702,81,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,00:01:00,2018-05-28 00:01,17.249,20312702,82,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,01:01:00,2018-05-28 01:01,17.177,20312702,83,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,02:01:00,2018-05-28 02:01,17.13,20312702,84,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,03:01:00,2018-05-28 03:01,17.106,20312702,85,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,04:01:00,2018-05-28 04:01,17.058,20312702,86,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,05:01:00,2018-05-28 05:01,17.058,20312702,87,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,06:01:00,2018-05-28 06:01,17.011,20312702,88,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,07:01:00,2018-05-28 07:01,16.963,20312702,89,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,08:01:00,2018-05-28 08:01,17.106,20312702,90,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,09:01:00,2018-05-28 09:01,16.987,20312702,91,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,10:01:00,2018-05-28 10:01,16.963,20312702,92,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,11:01:00,2018-05-28 11:01,17.011,20312702,93,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,12:01:00,2018-05-28 12:01,17.058,20312702,94,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,13:01:00,2018-05-28 13:01,17.225,20312702,95,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,14:01:00,2018-05-28 14:01,17.249,20312702,96,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,15:01:00,2018-05-28 15:01,17.391,20312702,97,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,16:01:00,2018-05-28 16:01,17.582,20312702,98,1,Ellis--1.0m_Water_20180524_20180918.csv
