"TimeFrame_Name","TimeFrame_Value","Depth","n","ndays","mean","median","min","max","range","sd","var","cv","q01","q05","q10","q25","q50","q75","q90","q95","q99","n_below_2"
"JulianDay","6",7,2,2,4.27366666666667,4.27366666666667,4.0955,4.45183333333333,0.356333333333333,0.251965716362806,0.063486722222222,0.0589577372348817,4.09906333333333,4.11331666666667,4.13113333333333,4.18458333333333,4.27366666666667,4.36275,4.4162,4.43401666666667,4.44827,0
"JulianDay","6",8,2,2,4.51683333333333,4.51683333333333,4.37925,4.65441666666667,0.275166666666666,0.194572215956498,0.0378583472222221,0.043077129837976,4.38200166666667,4.39300833333333,4.40676666666667,4.44804166666667,4.51683333333333,4.585625,4.6269,4.64065833333333,4.651665,0
"JulianDay","6",9,2,2,4.50816666666667,4.50816666666667,4.40633333333333,4.61,0.203666666666667,0.14401408110166,0.0207400555555556,0.0319451545938838,4.40837,4.41651666666667,4.4267,4.45725,4.50816666666667,4.55908333333333,4.58963333333333,4.59981666666667,4.60796333333333,0
"JulianDay","6",10,2,2,4.63275,4.63275,4.5775,4.688,0.1105,0.0781352993211135,0.006105125,0.0168658570656982,4.578605,4.583025,4.58855,4.605125,4.63275,4.660375,4.67695,4.682475,4.686895,0
"JulianDay","7",1,2,2,1.8529375,1.8529375,1.505875,2.2,0.694125,0.490820494491113,0.2409047578125,0.264887776566189,1.51281625,1.54058125,1.5752875,1.67940625,1.8529375,2.02646875,2.1305875,2.16529375,2.19305875,1
"JulianDay","7",2,2,2,3.28089583333333,3.28089583333333,2.535625,4.02616666666667,1.49054166666667,1.0539721201411,1.11085723003472,0.321245224987921,2.55053041666667,2.61015208333333,2.68467916666667,2.90826041666667,3.28089583333333,3.65353125,3.8771125,3.95163958333333,4.01126125,0
"JulianDay","7",3,2,2,3.64202083333333,3.64202083333333,3.032625,4.25141666666667,1.21879166666667,0.861815852353654,0.742726563368056,0.236631225298314,3.04481291666667,3.09356458333333,3.15450416666667,3.33732291666667,3.64202083333333,3.94671875,4.1295375,4.19047708333333,4.23922875,0
"JulianDay","7",4,2,2,3.93464583333333,3.93464583333333,3.60054166666667,4.26875,0.668208333333334,0.472494643745362,0.223251188368056,0.120085685919303,3.60722375,3.63395208333333,3.6673625,3.76759375,3.93464583333333,4.10169791666667,4.20192916666667,4.23533958333333,4.26206791666667,0
"JulianDay","7",5,2,2,4.3045,4.3045,4.29475,4.31425,0.019499999999999,0.0137885822331369,0.00019012499999998,0.00320329474576303,4.294945,4.295725,4.2967,4.299625,4.3045,4.309375,4.3123,4.313275,4.314055,0
"JulianDay","7",6,2,2,4.338625,4.338625,4.23733333333333,4.43991666666667,0.202583333333334,0.143248048755375,0.0205200034722224,0.0330169232776226,4.23935916666667,4.2474625,4.25759166666667,4.28797916666667,4.338625,4.38927083333333,4.41965833333333,4.4297875,4.43789083333333,0
"JulianDay","7",7,2,2,4.269875,4.269875,4.10091666666667,4.43883333333333,0.337916666666667,0.238943166475954,0.0570938368055555,0.0559602251766045,4.10429583333333,4.1178125,4.13470833333333,4.18539583333333,4.269875,4.35435416666667,4.40504166666667,4.4219375,4.43545416666667,0
"JulianDay","7",8,2,2,4.52279166666667,4.52279166666667,4.376,4.66958333333333,0.293583333333333,0.207594765843351,0.0430955868055556,0.0458996967234508,4.37893583333333,4.39067916666667,4.40535833333333,4.44939583333333,4.52279166666667,4.5961875,4.640225,4.65490416666667,4.6666475,0
"JulianDay","7",9,2,2,4.519,4.519,4.428,4.61,0.182,0.128693434175952,0.0165620000000001,0.0284782992201708,4.42982,4.4371,4.4462,4.4735,4.519,4.5645,4.5918,4.6009,4.60818,0
"JulianDay","7",10,2,2,4.636,4.636,4.584,4.688,0.104,0.073539105243401,0.00540800000000001,0.0158626197677742,4.58504,4.5892,4.5944,4.61,4.636,4.662,4.6776,4.6828,4.68696,0
"JulianDay","8",1,2,2,1.8360625,1.8360625,1.51375,2.158375,0.644625,0.455818708822378,0.2077706953125,0.248258819524051,1.52019625,1.54598125,1.5782125,1.67490625,1.8360625,1.99721875,2.0939125,2.12614375,2.15192875,1
"JulianDay","8",2,2,2,3.29266666666667,3.29266666666667,2.557,4.02833333333333,1.47133333333333,1.04038977738581,1.08241088888889,0.315971789042055,2.57171333333333,2.63056666666667,2.70413333333333,2.92483333333333,3.29266666666667,3.6605,3.8812,3.95476666666667,4.01362,0
"JulianDay","8",3,2,2,3.64102083333333,3.64102083333333,3.037125,4.24491666666667,1.20779166666667,0.854037677760602,0.729380355034722,0.234559953610245,3.04920291666667,3.09751458333333,3.15790416666667,3.33907291666667,3.64102083333333,3.94296875,4.1241375,4.18452708333333,4.23283875,0
"JulianDay","8",4,2,2,4.01041666666667,4.01041666666667,3.751,4.26983333333333,0.518833333333334,0.366870568305621,0.134594013888889,0.0914794144346483,3.75618833333333,3.77694166666667,3.80288333333333,3.88070833333333,4.01041666666667,4.140125,4.21795,4.24389166666667,4.264645,0
"JulianDay","8",5,2,2,4.30395833333333,4.30395833333333,4.298,4.30991666666667,0.0119166666666661,0.00842635580913931,7.10034722222159e-05,0.00195781537750466,4.29811916666667,4.29859583333333,4.29919166666667,4.30097916666667,4.30395833333333,4.3069375,4.308725,4.30932083333333,4.3097975,0
"JulianDay","8",6,2,2,4.35054166666667,4.35054166666667,4.29366666666667,4.40741666666667,0.11375,0.0804333963599695,0.00646953124999995,0.018488133782568,4.29480416666667,4.29935416666667,4.30504166666667,4.32210416666667,4.35054166666667,4.37897916666667,4.39604166666667,4.40172916666667,4.40627916666667,0
"JulianDay","8",7,2,2,4.29966666666667,4.29966666666667,4.11716666666667,4.48216666666667,0.365,0.25809397513309,0.0666125000000001,0.0600265078997806,4.12081666666667,4.13541666666667,4.15366666666667,4.20841666666667,4.29966666666667,4.39091666666667,4.44566666666667,4.46391666666667,4.47851666666667,0
"JulianDay","8",8,2,2,4.56666666666667,4.56666666666667,4.47133333333333,4.662,0.190666666666666,0.134821692946235,0.0181768888888888,0.0295229984553799,4.47324,4.48086666666667,4.4904,4.519,4.56666666666667,4.61433333333333,4.64293333333333,4.65246666666667,4.66009333333333,0
"JulianDay","8",9,2,2,4.51845833333333,4.51845833333333,4.42691666666667,4.61,0.183083333333333,0.129459466522237,0.0167597534722222,0.028651247167025,4.4287475,4.43607083333333,4.445225,4.4726875,4.51845833333333,4.56422916666667,4.59169166666667,4.60084583333333,4.60816916666667,0
"JulianDay","8",10,2,2,4.64683333333333,4.64683333333333,4.60566666666667,4.688,0.0823333333333327,0.058218458317692,0.00338938888888884,0.0125286306052922,4.60649,4.60978333333333,4.6139,4.62625,4.64683333333333,4.66741666666667,4.67976666666667,4.68388333333333,4.68717666666667,0
"JulianDay","9",1,2,2,1.834375,1.834375,1.517125,2.151625,0.6345,0.448659252662864,0.201295125,0.244584260395429,1.52347,1.54885,1.580575,1.67575,1.834375,1.993,2.088175,2.1199,2.14528,1
"JulianDay","9",2,2,2,3.32139583333333,3.32139583333333,2.557,4.08579166666667,1.52879166666667,1.08101895452148,1.16860198003472,0.325471280379304,2.57228791666667,2.63343958333333,2.70987916666667,2.93919791666667,3.32139583333333,3.70359375,3.9329125,4.00935208333333,4.07050375,0
"JulianDay","9",3,2,2,3.664125,3.664125,3.05625,4.272,1.21575,0.859665069227545,0.73902403125,0.234616741849021,3.0684075,3.1170375,3.177825,3.3601875,3.664125,3.9680625,4.150425,4.2112125,4.2598425,0
"JulianDay","9",4,2,2,4.038125,4.038125,3.7945,4.28175,0.48725,0.344537779133146,0.11870628125,0.0853212268399679,3.7993725,3.8188625,3.843225,3.9163125,4.038125,4.1599375,4.233025,4.2573875,4.2768775,0
"JulianDay","9",5,2,2,4.28920833333333,4.28920833333333,4.28041666666667,4.298,0.0175833333333335,0.0124332942358636,0.000154586805555559,0.00289873871111341,4.2805925,4.28129583333333,4.282175,4.2848125,4.28920833333333,4.29360416666667,4.29624166666667,4.29712083333333,4.29782416666667,0
"JulianDay","9",6,2,2,4.34620833333333,4.34620833333333,4.24925,4.44316666666667,0.193916666666667,0.137119789985091,0.0188018368055555,0.0315492906618047,4.25118916666667,4.25894583333333,4.26864166666667,4.29772916666667,4.34620833333333,4.3946875,4.423775,4.43347083333333,4.4412275,0
"JulianDay","9",7,2,2,4.31970833333333,4.31970833333333,4.115,4.52441666666667,0.409416666666666,0.289501301330792,0.083811003472222,0.0670187149203651,4.11909416666667,4.13547083333333,4.15594166666667,4.21735416666667,4.31970833333333,4.4220625,4.483475,4.50394583333333,4.5203225,0
"JulianDay","9",8,2,2,4.55583333333333,4.55583333333333,4.45725,4.65441666666667,0.197166666666666,0.139417887023947,0.0194373472222221,0.0306020604405957,4.45922166666667,4.46710833333333,4.47696666666667,4.50654166666667,4.55583333333333,4.605125,4.6347,4.64455833333333,4.652445,0
"JulianDay","9",9,2,2,4.497875,4.497875,4.4215,4.57425,0.15275,0.108010560826245,0.01166628125,0.0240136866467488,4.4230275,4.4291375,4.436775,4.4596875,4.497875,4.5360625,4.558975,4.5666125,4.5727225,0
"JulianDay","9",10,2,2,4.64520833333333,4.64520833333333,4.61866666666667,4.67175,0.0530833333333325,0.0375355849679853,0.00140892013888884,0.00808049548577519,4.6191975,4.62132083333333,4.623975,4.6319375,4.64520833333333,4.65847916666667,4.66644166666667,4.66909583333333,4.67121916666667,0
"JulianDay","10",1,2,2,1.818625,1.818625,1.503625,2.133625,0.63,0.445477272147525,0.19845,0.244952792437982,1.509925,1.535125,1.566625,1.661125,1.818625,1.976125,2.070625,2.102125,2.127325,1
"JulianDay","10",2,2,2,3.33129166666667,3.33129166666667,2.566,4.09658333333333,1.53058333333333,1.08228585417111,1.17134267013889,0.324884748159581,2.58130583333333,2.64252916666667,2.71905833333333,2.94864583333333,3.33129166666667,3.7139375,3.943525,4.02005416666667,4.0812775,0
"JulianDay","10",3,2,2,3.67454166666667,3.67454166666667,3.07383333333333,4.27525,1.20141666666667,0.849529872030538,0.721701003472222,0.231193424675786,3.0858475,3.13390416666667,3.193975,3.3741875,3.67454166666667,3.97489583333333,4.15510833333333,4.21517916666667,4.26323583333333,0
"JulianDay","10",4,2,2,4.05289583333333,4.05289583333333,3.821875,4.28391666666667,0.462041666666666,0.326712795690734,0.106741250868055,0.0806121867242828,3.82649541666667,3.84497708333333,3.86807916666667,3.93738541666667,4.05289583333333,4.16840625,4.2377125,4.26081458333333,4.27929625,0
"JulianDay","10",5,2,2,4.28216666666667,4.28216666666667,4.22516666666667,4.33916666666667,0.114,0.0806101730552663,0.00649799999999999,0.0188246229841435,4.22630666666667,4.23086666666667,4.23656666666667,4.25366666666667,4.28216666666667,4.31066666666667,4.32776666666667,4.33346666666667,4.33802666666667,0
"JulianDay","10",6,2,2,4.38141666666667,4.38141666666667,4.27091666666667,4.49191666666667,0.221,0.156270598642227,0.0244205,0.0356666828405334,4.27312666666667,4.28196666666667,4.29301666666667,4.32616666666667,4.38141666666667,4.43666666666667,4.46981666666667,4.48086666666667,4.48970666666667,0
"JulianDay","10",7,2,2,4.30616666666667,4.30616666666667,4.13233333333333,4.48,0.347666666666667,0.245837457592523,0.0604360555555557,0.0570896290418833,4.13581,4.14971666666667,4.1671,4.21925,4.30616666666667,4.39308333333333,4.44523333333333,4.46261666666667,4.47652333333333,0
"JulianDay","10",8,2,2,4.59320833333333,4.59320833333333,4.57533333333333,4.61108333333333,0.0357500000000002,0.0252790674274192,0.000639031250000006,0.00550357519034499,4.57569083333333,4.57712083333333,4.57890833333333,4.58427083333333,4.59320833333333,4.60214583333333,4.60750833333333,4.60929583333333,4.61072583333333,0
"JulianDay","10",9,2,2,4.50491666666667,4.50491666666667,4.428,4.58183333333333,0.153833333333333,0.10877659317253,0.0118323472222222,0.0241461943075226,4.42953833333333,4.43569166666667,4.44338333333333,4.46645833333333,4.50491666666667,4.543375,4.56645,4.57414166666667,4.580295,0
"JulianDay","10",10,2,2,4.663625,4.663625,4.636,4.69125,0.05525,0.0390676496605568,0.00152628125,0.00837709928661862,4.6365525,4.6387625,4.641525,4.6498125,4.663625,4.6774375,4.685725,4.6884875,4.6906975,0
"JulianDay","11",1,2,2,1.8460625,1.8460625,1.505875,2.18625,0.680375,0.481097776249798,0.2314550703125,0.260607523445061,1.51267875,1.53989375,1.5739125,1.67596875,1.8460625,2.01615625,2.1182125,2.15223125,2.17944625,1
"JulianDay","11",2,2,2,3.3660625,3.3660625,2.584,4.148125,1.564125,1.10600339412341,1.2232435078125,0.328574824182085,2.59964125,2.66220625,2.7404125,2.97503125,3.3660625,3.75709375,3.9917125,4.06991875,4.13248375,0
"JulianDay","11",3,2,2,3.68497916666667,3.68497916666667,3.096875,4.27308333333333,1.17620833333333,0.831704888588128,0.69173302170139,0.225701381465466,3.10863708333333,3.15568541666667,3.21449583333333,3.39092708333333,3.68497916666667,3.97903125,4.1554625,4.21427291666667,4.26132125,0
"JulianDay","11",4,2,2,4.11566666666667,4.11566666666667,3.95391666666667,4.27741666666667,0.323500000000001,0.228749043713849,0.0523261250000002,0.0555800705549158,3.95715166666667,3.97009166666667,3.98626666666667,4.03479166666667,4.11566666666667,4.19654166666667,4.24506666666667,4.26124166666667,4.27418166666667,0
"JulianDay","11",5,2,2,4.32229166666667,4.32229166666667,4.261,4.38358333333333,0.122583333333333,0.0866795062604507,0.00751333680555552,0.0200540622764816,4.26222583333333,4.26712916666667,4.27325833333333,4.29164583333333,4.32229166666667,4.3529375,4.371325,4.37745416666667,4.3823575,0
"JulianDay","11",6,2,2,4.38033333333333,4.38033333333333,4.29366666666667,4.467,0.173333333333333,0.122565175405668,0.0150222222222221,0.0279807873234156,4.2954,4.30233333333333,4.311,4.337,4.38033333333333,4.42366666666667,4.44966666666667,4.45833333333333,4.46526666666667,0
"JulianDay","11",7,2,2,4.34404166666667,4.34404166666667,4.207,4.48108333333333,0.274083333333333,0.193806183610213,0.0375608368055556,0.0446142552216648,4.20974083333333,4.22070416666667,4.23440833333333,4.27552083333333,4.34404166666667,4.4125625,4.453675,4.46737916666667,4.4783425,0
"JulianDay","11",8,2,2,4.56991666666667,4.56991666666667,4.51791666666667,4.62191666666667,0.104000000000001,0.0735391052434016,0.0054080000000001,0.016092001366196,4.51895666666667,4.52311666666667,4.52831666666667,4.54391666666667,4.56991666666667,4.59591666666667,4.61151666666667,4.61671666666667,4.62087666666667,0
"JulianDay","11",9,2,2,4.51520833333333,4.51520833333333,4.45075,4.57966666666667,0.128916666666667,0.091157849207966,0.00830975347222227,0.0201890682507376,4.45203916666667,4.45719583333333,4.46364166666667,4.48297916666667,4.51520833333333,4.5474375,4.566775,4.57322083333333,4.5783775,0
"JulianDay","11",10,2,2,4.65766666666667,4.65766666666667,4.636,4.67933333333333,0.043333333333333,0.0306412938514168,0.000938888888888875,0.0065786789919309,4.63643333333333,4.63816666666667,4.64033333333333,4.64683333333333,4.65766666666667,4.6685,4.675,4.67716666666667,4.6789,0
"JulianDay","12",1,2,2,2.14745833333333,2.14745833333333,1.507,2.78791666666667,1.28091666666667,0.905744861134869,0.820373753472223,0.42177528992097,1.51980916666667,1.57104583333333,1.63509166666667,1.82722916666667,2.14745833333333,2.4676875,2.659825,2.72387083333333,2.7751075,1
"JulianDay","12",2,2,2,3.36120833333333,3.36120833333333,2.584,4.13841666666667,1.55441666666667,1.09913856578939,1.20810558680556,0.327006973917432,2.59954416666667,2.66172083333333,2.73944166666667,2.97260416666667,3.36120833333333,3.7498125,3.982975,4.06069583333333,4.1228725,0
"JulianDay","12",3,2,2,3.69670833333333,3.69670833333333,3.116,4.27741666666667,1.16141666666667,0.821245600783076,0.674444336805556,0.222155909184904,3.12761416666667,3.17407083333333,3.23214166666667,3.40635416666667,3.69670833333333,3.9870625,4.161275,4.21934583333333,4.2658025,0
"JulianDay","12",4,2,2,4.08683333333333,4.08683333333333,3.89191666666667,4.28175,0.389833333333334,0.275653793532556,0.075985013888889,0.0674492378449222,3.895815,3.91140833333333,3.9309,3.989375,4.08683333333333,4.18429166666667,4.24276666666667,4.26225833333333,4.27785166666667,0
"JulianDay","12",5,2,2,4.24725,4.24725,4.12391666666667,4.37058333333333,0.246666666666666,0.174419672692681,0.0304222222222221,0.0410664954247293,4.12638333333333,4.13625,4.14858333333333,4.18558333333333,4.24725,4.30891666666667,4.34591666666667,4.35825,4.36811666666667,0
"JulianDay","12",6,2,2,4.38195833333333,4.38195833333333,4.324,4.43991666666667,0.115916666666667,0.0819654610525409,0.00671833680555561,0.0187052123314441,4.32515916666667,4.32979583333333,4.33559166666667,4.35297916666667,4.38195833333333,4.4109375,4.428325,4.43412083333333,4.4387575,0
"JulianDay","12",7,2,2,4.35541666666667,4.35541666666667,4.20591666666667,4.50491666666667,0.298999999999999,0.211424927574777,0.0447004999999998,0.0485429853802225,4.20890666666667,4.22086666666667,4.23581666666667,4.28066666666667,4.35541666666667,4.43016666666667,4.47501666666667,4.48996666666667,4.50192666666667,0
"JulianDay","12",8,2,2,4.585625,4.585625,4.52658333333333,4.64466666666667,0.118083333333334,0.0834975257451118,0.00697183680555561,0.0182085377118957,4.52776416666667,4.5324875,4.53839166666667,4.55610416666667,4.585625,4.61514583333333,4.63285833333333,4.6387625,4.64348583333333,0
"JulianDay","12",9,2,2,4.51954166666667,4.51954166666667,4.454,4.58508333333333,0.131083333333334,0.0926899139005368,0.00859142013888893,0.0205086977257362,4.45531083333333,4.46055416666667,4.46710833333333,4.48677083333333,4.51954166666667,4.5523125,4.571975,4.57852916666667,4.5837725,0
"JulianDay","12",10,2,2,4.66091666666667,4.66091666666667,4.636,4.68583333333333,0.049833333333333,0.0352374879291293,0.00124168055555554,0.00756020552376235,4.63649833333333,4.63849166666667,4.64098333333333,4.64845833333333,4.66091666666667,4.673375,4.68085,4.68334166666667,4.685335,0
"JulianDay","13",1,2,2,1.894,1.894,1.492375,2.295625,0.80325,0.567983521988094,0.32260528125,0.299885703267209,1.5004075,1.5325375,1.5727,1.6931875,1.894,2.0948125,2.2153,2.2554625,2.2875925,1
"JulianDay","13",2,2,2,3.35716666666667,3.35716666666667,2.584,4.13033333333333,1.54633333333333,1.0934227859748,1.19557338888889,0.325698094417355,2.59946333333333,2.66131666666667,2.73863333333333,2.97058333333333,3.35716666666667,3.74375,3.9757,4.05301666666667,4.11487,0
"JulianDay","13",3,2,2,3.68695833333333,3.68695833333333,3.11708333333333,4.25683333333333,1.13975,0.805924953857368,0.64951503125,0.218588028666096,3.12848083333333,3.17407083333333,3.23105833333333,3.40202083333333,3.68695833333333,3.97189583333333,4.14285833333333,4.19984583333333,4.24543583333333,0
"JulianDay","13",4,2,2,3.95614583333333,3.95614583333333,3.654375,4.25791666666667,0.603541666666667,0.426768405228631,0.182131271701389,0.107874791073879,3.66041041666667,3.68455208333333,3.71472916666667,3.80526041666667,3.95614583333333,4.10703125,4.1975625,4.22773958333333,4.25188125,0
"JulianDay","13",5,2,2,4.235375,4.235375,4.13375,4.337,0.20325,0.143719453276166,0.0206552812499999,0.0339331117731407,4.1357825,4.1439125,4.154075,4.1845625,4.235375,4.2861875,4.316675,4.3268375,4.3349675,0
"JulianDay","13",6,2,2,4.390625,4.390625,4.34241666666667,4.43883333333333,0.0964166666666664,0.0681768788194028,0.00464808680555553,0.0155278300513942,4.34338083333333,4.3472375,4.35205833333333,4.36652083333333,4.390625,4.41472916666667,4.42919166666667,4.4340125,4.43786916666667,0
"JulianDay","13",7,2,2,4.33158333333333,4.33158333333333,4.25033333333333,4.41283333333333,0.1625,0.114904851942814,0.0132031249999999,0.0265272172091376,4.25195833333333,4.25845833333333,4.26658333333333,4.29095833333333,4.33158333333333,4.37220833333333,4.39658333333333,4.40470833333333,4.41120833333333,0
"JulianDay","13",8,2,2,4.56829166666667,4.56829166666667,4.52441666666667,4.61216666666667,0.0877499999999998,0.0620486200491194,0.00385003124999998,0.0135824558886789,4.52529416666667,4.52880416666667,4.53319166666667,4.54635416666667,4.56829166666667,4.59022916666667,4.60339166666667,4.60777916666667,4.61128916666667,0
"JulianDay","13",9,2,2,4.50491666666667,4.50491666666667,4.44316666666667,4.56666666666667,0.1235,0.0873276874765386,0.00762612499999999,0.0193849728947717,4.44440166666667,4.44934166666667,4.45551666666667,4.47404166666667,4.50491666666667,4.53579166666667,4.55431666666667,4.56049166666667,4.56543166666667,0
"JulianDay","13",10,2,2,4.66254166666667,4.66254166666667,4.63816666666667,4.68691666666667,0.0487500000000001,0.0344714555828442,0.00118828125,0.00739327560958581,4.63865416666667,4.64060416666667,4.64304166666667,4.65035416666667,4.66254166666667,4.67472916666667,4.68204166666667,4.68447916666667,4.68642916666667,0
"JulianDay","14",1,2,2,1.59739583333333,1.59739583333333,1.48,1.71479166666667,0.234791666666667,0.166022779666092,0.0275635633680556,0.103933399725757,1.48234791666667,1.49173958333333,1.50347916666667,1.53869791666667,1.59739583333333,1.65609375,1.6913125,1.70305208333333,1.71244375,2
"JulianDay","14",2,2,2,3.36985416666667,3.36985416666667,2.58725,4.15245833333333,1.56520833333333,1.10676942646969,1.22493856336806,0.32843244001994,2.60290208333333,2.66551041666667,2.74377083333333,2.97855208333333,3.36985416666667,3.76115625,3.9959375,4.07419791666667,4.13680625,0
"JulianDay","14",3,2,2,3.70591666666667,3.70591666666667,3.13983333333333,4.272,1.13216666666667,0.80056272743337,0.640900680555556,0.216022862746519,3.151155,3.19644166666667,3.25305,3.422875,3.70591666666667,3.98895833333333,4.15878333333333,4.21539166666667,4.26067833333333,0
"JulianDay","14",4,2,2,3.9505625,3.9505625,3.629125,4.272,0.642875,0.454581271955302,0.2066441328125,0.115067480126008,3.63555375,3.66126875,3.6934125,3.78984375,3.9505625,4.11128125,4.2077125,4.23985625,4.26557125,0
"JulianDay","14",5,2,2,4.32020833333333,4.32020833333333,4.26116666666667,4.37925,0.118083333333333,0.0834975257451112,0.0069718368055555,0.0193271988993844,4.2623475,4.26707083333333,4.272975,4.2906875,4.32020833333333,4.34972916666667,4.36744166666667,4.37334583333333,4.37806916666667,0
"JulianDay","14",6,2,2,4.36895833333333,4.36895833333333,4.35433333333333,4.38358333333333,0.0292499999999993,0.020682873349706,0.00042778124999998,0.00473405140806776,4.35462583333333,4.35579583333333,4.35725833333333,4.36164583333333,4.36895833333333,4.37627083333333,4.38065833333333,4.38212083333333,4.38329083333333,0
"JulianDay","14",7,2,2,4.30504166666667,4.30504166666667,4.272,4.33808333333333,0.0660833333333333,0.046727973123411,0.00218350347222222,0.0108542441029594,4.27266083333333,4.27530416666667,4.27860833333333,4.28852083333333,4.30504166666667,4.3215625,4.331475,4.33477916666667,4.3374225,0
"JulianDay","14",8,2,2,4.53525,4.53525,4.51033333333333,4.56016666666667,0.049833333333333,0.0352374879291293,0.00124168055555554,0.00776969029913,4.51083166666667,4.512825,4.51531666666667,4.52279166666667,4.53525,4.54770833333333,4.55518333333333,4.557675,4.55966833333333,0
"JulianDay","14",9,2,2,4.50708333333333,4.50708333333333,4.46158333333333,4.55258333333333,0.0909999999999993,0.0643467170879753,0.00414049999999994,0.0142767977268319,4.46249333333333,4.46613333333333,4.47068333333333,4.48433333333333,4.50708333333333,4.52983333333333,4.54348333333333,4.54803333333333,4.55167333333333,0
"JulianDay","14",10,2,2,4.67391666666667,4.67391666666667,4.64791666666667,4.69991666666667,0.0519999999999996,0.0367695526217002,0.00135199999999998,0.00786696795086922,4.64843666666667,4.65051666666667,4.65311666666667,4.66091666666667,4.67391666666667,4.68691666666667,4.69471666666667,4.69731666666667,4.69939666666667,0
"JulianDay","15",1,2,2,1.45272916666667,1.45272916666667,1.44008333333333,1.465375,0.0252916666666667,0.0178839090075098,0.00031983420138889,0.0123105596128045,1.44033625,1.44134791666667,1.4426125,1.44640625,1.45272916666667,1.45905208333333,1.46284583333333,1.46411041666667,1.46512208333333,2
"JulianDay","15",2,2,2,3.3370625,3.3370625,2.60891666666667,4.06520833333333,1.45629166666667,1.02975371288546,1.06039270920139,0.308580888996073,2.62347958333333,2.68173125,2.75454583333333,2.97298958333333,3.3370625,3.70113541666667,3.91957916666667,3.99239375,4.05064541666667,0
"JulianDay","15",3,2,2,3.71404166666667,3.71404166666667,3.1615,4.26658333333333,1.10508333333333,0.781411918776234,0.610604586805555,0.210393955940065,3.17255083333333,3.21675416666667,3.27200833333333,3.43777083333333,3.71404166666667,3.9903125,4.156075,4.21132916666667,4.2555325,0
"JulianDay","15",4,2,2,4.00702083333333,4.00702083333333,3.73229166666667,4.28175,0.549458333333334,0.388525713479459,0.150952230034722,0.0969612411913154,3.73778625,3.75976458333333,3.7872375,3.86965625,4.00702083333333,4.14438541666667,4.22680416666667,4.25427708333333,4.27625541666667,0
"JulianDay","15",5,2,2,4.30504166666667,4.30504166666667,4.23083333333333,4.37925,0.148416666666666,0.104946431441103,0.0110137534722221,0.0243775646246791,4.2323175,4.23825416666667,4.245675,4.2679375,4.30504166666667,4.34214583333333,4.36440833333333,4.37182916666667,4.37776583333333,0
"JulianDay","15",6,2,2,4.41391666666667,4.41391666666667,4.38575,4.44208333333333,0.0563333333333338,0.0398336820068425,0.00158672222222225,0.00902456593883191,4.38631333333333,4.38856666666667,4.39138333333333,4.39983333333333,4.41391666666667,4.428,4.43645,4.43926666666667,4.44152,0
"JulianDay","15",7,2,2,4.39333333333333,4.39333333333333,4.272,4.51466666666667,0.242666666666667,0.171591245567935,0.0294435555555555,0.0390571879137941,4.27442666666667,4.28413333333333,4.29626666666667,4.33266666666667,4.39333333333333,4.454,4.4904,4.50253333333333,4.51224,0
"JulianDay","15",8,2,2,4.584,4.584,4.53091666666667,4.63708333333333,0.106166666666667,0.0750711699359718,0.00563568055555556,0.0163767822722452,4.53197833333333,4.536225,4.54153333333333,4.55745833333333,4.584,4.61054166666667,4.62646666666667,4.631775,4.63602166666667,0
"JulianDay","15",9,2,2,4.50166666666667,4.50166666666667,4.47133333333333,4.532,0.0606666666666662,0.0428978113919836,0.00184022222222219,0.00952931759910779,4.47194,4.47436666666667,4.4774,4.4865,4.50166666666667,4.51683333333333,4.52593333333333,4.52896666666667,4.53139333333333,0
"JulianDay","15",10,2,2,4.647375,4.647375,4.63383333333333,4.66091666666667,0.0270833333333336,0.0191508086571358,0.000366753472222229,0.00412077972126971,4.63410416666667,4.6351875,4.63654166666667,4.64060416666667,4.647375,4.65414583333333,4.65820833333333,4.6595625,4.66064583333333,0
"JulianDay","16",1,2,2,1.367125,1.367125,1.2825,1.45175,0.16925,0.119677822715823,0.01432278125,0.0875397807192636,1.2841925,1.2909625,1.299425,1.3248125,1.367125,1.4094375,1.434825,1.4432875,1.4500575,2
"JulianDay","16",2,2,2,3.37079166666667,3.37079166666667,2.61,4.13158333333333,1.52158333333333,1.07592189314043,1.15760792013889,0.31918967398077,2.62521583333333,2.68607916666667,2.76215833333333,2.99039583333333,3.37079166666667,3.7511875,3.979425,4.05550416666667,4.1163675,0
"JulianDay","16",3,2,2,3.729,3.729,3.18816666666667,4.26983333333333,1.08166666666667,0.764853834983449,0.585001388888889,0.205109636627366,3.19898333333333,3.24225,3.29633333333333,3.45858333333333,3.729,3.99941666666667,4.16166666666667,4.21575,4.25901666666667,0
"JulianDay","16",4,2,2,4.19033333333333,4.19033333333333,4.08266666666667,4.298,0.215333333333334,0.152263660215503,0.0231842222222223,0.0363368849452319,4.08482,4.09343333333333,4.1042,4.1365,4.19033333333333,4.24416666666667,4.27646666666667,4.28723333333333,4.29584666666667,0
"JulianDay","16",5,2,2,4.38358333333333,4.38358333333333,4.33266666666667,4.4345,0.101833333333333,0.0720070405508302,0.0051850138888889,0.0164265248485821,4.333685,4.33775833333333,4.34285,4.358125,4.38358333333333,4.40904166666667,4.42431666666667,4.42940833333333,4.43348166666667,0
