"Date","Depth","temp_F","DO_conc"
2018-07-21,5,67.9423611111111,4.36597222222222
2018-07-21,6,65.1829166666667,3.04208333333333
2018-07-21,7,60.6426388888889,2.23152777777778
2018-07-21,8,56.1023611111111,1.42097222222222
2018-07-21,9,51.5620833333333,0.610416666666667
2018-07-22,3,73.5204166666667,7.09
2018-07-22,4,70.4573611111111,5.58902777777778
2018-07-22,5,67.3943055555555,4.08805555555556
2018-07-22,6,64.33125,2.58708333333333
2018-07-22,7,60.2305555555556,1.91347222222222
2018-07-22,8,56.1298611111111,1.23986111111111
2018-07-22,9,52.0291666666667,0.56625
2018-07-23,3,74.6075,7.31541666666667
2018-07-23,4,71.265,5.72625
2018-07-23,5,67.9225,4.13708333333333
2018-07-23,6,64.58,2.54791666666667
2018-07-23,7,60.3008333333333,1.84986111111111
2018-07-23,8,56.0216666666667,1.15180555555556
2018-07-23,9,51.7425,0.45375
2018-07-24,3,74.9775,7.8425
2018-07-24,4,71.7491666666667,6.06930555555556
2018-07-24,5,68.5208333333333,4.29611111111111
2018-07-24,6,65.2925,2.52291666666667
2018-07-24,7,60.7934722222222,1.83847222222222
2018-07-24,8,56.2944444444445,1.15402777777778
2018-07-24,9,51.7954166666667,0.469583333333333
2018-07-25,3,73.5070833333333,7.90375
2018-07-25,4,71.2054166666667,6.24430555555556
2018-07-25,5,68.90375,4.58486111111111
2018-07-25,6,66.6020833333333,2.92541666666667
2018-07-25,7,61.6734722222222,2.05375
2018-07-25,8,56.7448611111111,1.18208333333333
2018-07-25,9,51.81625,0.310416666666667
2018-07-26,3,72.0070833333333,7.54166666666667
2018-07-26,4,70.9290277777778,6.49958333333333
2018-07-26,5,69.8509722222222,5.4575
2018-07-26,6,68.7729166666667,4.41541666666667
2018-07-26,7,63.1520833333333,3.03986111111111
2018-07-26,8,57.53125,1.66430555555556
2018-07-26,9,51.9104166666667,0.28875
2018-07-27,3,70.90875,7.39875
2018-07-27,4,69.3381944444444,5.87458333333333
2018-07-27,5,67.7676388888889,4.35041666666667
2018-07-27,6,66.1970833333333,2.82625
2018-07-27,7,61.3840277777778,1.94902777777778
2018-07-27,8,56.5709722222222,1.07180555555556
2018-07-27,9,51.7579166666667,0.194583333333333
2018-07-28,3,71.3783333333333,7.60916666666667
2018-07-28,4,69.2670833333333,5.95305555555556
2018-07-28,5,67.1558333333333,4.29694444444444
2018-07-28,6,65.0445833333333,2.64083333333333
2018-07-28,7,60.60625,1.84041666666667
2018-07-28,8,56.1679166666667,1.04
2018-07-28,9,51.7295833333333,0.239583333333333
2018-07-29,3,71.7904166666667,7.42416666666667
2018-07-29,4,69.3698611111111,5.63861111111111
2018-07-29,5,66.9493055555556,3.85305555555556
2018-07-29,6,64.52875,2.0675
2018-07-29,7,60.3029166666667,1.44680555555556
2018-07-29,8,56.0770833333333,0.826111111111111
2018-07-29,9,51.85125,0.205416666666667
2018-07-30,3,71.9983333333333,6.95375
2018-07-30,4,69.7852777777778,5.37138888888889
2018-07-30,5,67.5722222222222,3.78902777777778
2018-07-30,6,65.3591666666667,2.20666666666667
2018-07-30,7,60.835,1.53236111111111
2018-07-30,8,56.3108333333333,0.858055555555556
2018-07-30,9,51.7866666666667,0.18375
2018-07-31,3,72.4775,7.015
2018-07-31,4,70.1486111111111,5.42541666666667
2018-07-31,5,67.8197222222222,3.83583333333333
2018-07-31,6,65.4908333333333,2.24625
2018-07-31,7,61.0411111111111,1.56305555555556
2018-07-31,8,56.5913888888889,0.879861111111111
2018-07-31,9,52.1416666666667,0.196666666666667
2018-08-01,3,71.5179166666667,6.49416666666667
2018-08-01,4,69.6148611111111,5.12055555555556
2018-08-01,5,67.7118055555556,3.74694444444444
2018-08-01,6,65.80875,2.37333333333333
2018-08-01,7,61.2283333333333,1.60263888888889
2018-08-01,8,56.6479166666667,0.831944444444444
2018-08-01,9,52.0675,0.06125
2018-08-02,3,70.3158333333333,6.49833333333333
2018-08-02,4,68.6670833333333,4.98486111111111
2018-08-02,5,67.0183333333333,3.47138888888889
2018-08-02,6,65.3695833333333,1.95791666666667
2018-08-02,7,61.0720833333333,1.32708333333333
2018-08-02,8,56.7745833333333,0.69625
2018-08-02,9,52.4770833333333,0.0654166666666667
2018-08-03,3,70.13,6.74125
2018-08-03,4,68.3531944444444,5.04180555555556
2018-08-03,5,66.5763888888889,3.34236111111111
2018-08-03,6,64.7995833333333,1.64291666666667
2018-08-03,7,60.60125,1.09541666666667
2018-08-03,8,56.4029166666667,0.547916666666667
2018-08-03,9,52.2045833333333,0.000416666666666667
2018-08-04,3,69.87,6.65208333333333
2018-08-04,4,68.6423611111111,5.37513888888889
2018-08-04,5,67.4147222222222,4.09819444444445
2018-08-04,6,66.1870833333333,2.82125
2018-08-04,7,61.4222222222222,1.88402777777778
2018-08-04,8,56.6573611111111,0.946805555555556
2018-08-04,9,51.8925,0.00958333333333333
2018-08-05,3,70.5045833333333,6.99041666666667
2018-08-05,4,69.4369444444444,5.94416666666667
2018-08-05,5,68.3693055555556,4.89791666666667
2018-08-05,6,67.3016666666667,3.85166666666667
2018-08-05,7,62.3469444444444,2.56777777777778
2018-08-05,8,57.3922222222222,1.28388888888889
2018-08-05,9,52.4375,0
2018-08-06,3,70.7591666666667,7.02208333333333
2018-08-06,4,69.1027777777778,5.44125
2018-08-06,5,67.4463888888889,3.86041666666667
2018-08-06,6,65.79,2.27958333333333
2018-08-06,7,61.3063888888889,1.51972222222222
2018-08-06,8,56.8227777777778,0.759861111111111
2018-08-06,9,52.3391666666667,0
2018-08-07,3,70.17,8.15958333333333
2018-08-07,4,68.9920833333333,6.44375
2018-08-07,5,67.8141666666667,4.72791666666667
2018-08-07,6,66.63625,3.01208333333333
2018-08-07,7,61.8766666666667,2.00805555555556
2018-08-07,8,57.1170833333333,1.00402777777778
2018-08-07,9,52.3575,0
2018-08-08,3,70.9225,8.31833333333333
2018-08-08,4,69.0994444444444,6.26722222222222
2018-08-08,5,67.2763888888889,4.21611111111111
2018-08-08,6,65.4533333333333,2.165
2018-08-08,7,61.0740277777778,1.44333333333333
2018-08-08,8,56.6947222222222,0.721666666666667
2018-08-08,9,52.3154166666667,0
2018-08-09,3,70.4066666666667,7.66583333333333
2018-08-09,4,69.1280555555555,6.07777777777778
2018-08-09,5,67.8494444444444,4.48972222222222
2018-08-09,6,66.5708333333333,2.90166666666667
2018-08-09,7,61.7377777777778,1.93444444444444
2018-08-09,8,56.9047222222222,0.967222222222222
2018-08-09,9,52.0716666666667,0
2018-08-10,3,71.3695833333333,7.82041666666667
2018-08-10,4,69.4181944444445,5.88583333333333
2018-08-10,5,67.4668055555556,3.95125
2018-08-10,6,65.5154166666667,2.01666666666667
2018-08-10,7,61.2001388888889,1.34444444444444
2018-08-10,8,56.8848611111111,0.672222222222222
2018-08-10,9,52.5695833333333,0
2018-08-11,3,70.22,7.01791666666667
2018-08-11,4,69.0268055555556,5.62194444444444
2018-08-11,5,67.8336111111111,4.22597222222222
2018-08-11,6,66.6404166666667,2.83
2018-08-11,7,61.7736111111111,1.88666666666667
2018-08-11,8,56.9068055555556,0.943333333333333
2018-08-11,9,52.04,0
2018-08-12,3,71.0675,7.4
2018-08-12,4,69.30375,5.61569444444445
2018-08-12,5,67.54,3.83138888888889
2018-08-12,6,65.77625,2.04708333333333
2018-08-12,7,61.5155555555556,1.36472222222222
2018-08-12,8,57.2548611111111,0.682361111111111
2018-08-12,9,52.9941666666667,0
2018-08-13,3,73.75875,7.88875
2018-08-13,4,71.3080555555556,6.09722222222222
2018-08-13,5,68.8573611111111,4.30569444444444
2018-08-13,6,66.4066666666667,2.51416666666667
2018-08-13,7,61.6209722222222,1.67611111111111
2018-08-13,8,56.8352777777778,0.838055555555556
2018-08-13,9,52.0495833333333,0
2018-08-14,3,74.185,8.03791666666667
2018-08-14,4,71.565,6.10333333333333
2018-08-14,5,68.945,4.16875
2018-08-14,6,66.325,2.23416666666667
2018-08-14,7,61.8083333333333,1.48944444444444
2018-08-14,8,57.2916666666667,0.744722222222222
2018-08-14,9,52.775,0
2018-08-15,3,73.57125,7.955
2018-08-15,4,70.9308333333333,5.81819444444444
2018-08-15,5,68.2904166666667,3.68138888888889
2018-08-15,6,65.65,1.54458333333333
2018-08-15,7,61.4269444444445,1.02972222222222
2018-08-15,8,57.2038888888889,0.514861111111111
2018-08-15,9,52.9808333333333,0
2018-08-16,3,73.3716666666667,7.84083333333333
2018-08-16,4,70.9486111111111,5.7675
2018-08-16,5,68.5255555555556,3.69416666666667
2018-08-16,6,66.1025,1.62083333333333
2018-08-16,7,61.6451388888889,1.08055555555556
2018-08-16,8,57.1877777777778,0.540277777777778
2018-08-16,9,52.7304166666667,0
2018-08-17,3,73.0883333333333,7.645
2018-08-17,4,70.8958333333333,5.66194444444444
2018-08-17,5,68.7033333333333,3.67888888888889
2018-08-17,6,66.5108333333333,1.69583333333333
2018-08-17,7,62.0136111111111,1.13055555555556
2018-08-17,8,57.5163888888889,0.565277777777778
2018-08-17,9,53.0191666666667,0
2018-08-18,3,74.1729166666667,8.02083333333333
2018-08-18,4,71.4847222222222,5.80125
2018-08-18,5,68.7965277777778,3.58166666666667
2018-08-18,6,66.1083333333333,1.36208333333333
2018-08-18,7,61.7684722222222,0.908055555555556
2018-08-18,8,57.4286111111111,0.454027777777778
2018-08-18,9,53.08875,0
2018-08-19,3,74.1529166666667,8.20041666666667
2018-08-19,4,71.7134722222222,6.00527777777778
2018-08-19,5,69.2740277777778,3.81013888888889
2018-08-19,6,66.8345833333333,1.615
2018-08-19,7,62.2830555555555,1.07666666666667
2018-08-19,8,57.7315277777778,0.538333333333333
2018-08-19,9,53.18,0
2018-08-20,3,72.7741666666667,7.6275
2018-08-20,4,70.8048611111111,5.60680555555556
2018-08-20,5,68.8355555555556,3.58611111111111
2018-08-20,6,66.86625,1.56541666666667
2018-08-20,7,62.2775,1.04361111111111
2018-08-20,8,57.68875,0.521805555555556
2018-08-20,9,53.1,0
2018-08-21,3,72.2254166666667,7.6
2018-08-21,4,70.4891666666667,5.61458333333333
2018-08-21,5,68.7529166666667,3.62916666666667
2018-08-21,6,67.0166666666667,1.64375
2018-08-21,7,62.4719444444444,1.09583333333333
2018-08-21,8,57.9272222222222,0.547916666666667
2018-08-21,9,53.3825,0
2018-08-22,3,71.4329166666667,7.90833333333333
2018-08-22,4,70.6143055555556,6.79347222222222
2018-08-22,5,69.7956944444444,5.67861111111111
2018-08-22,6,68.9770833333333,4.56375
2018-08-22,7,63.5927777777778,3.0425
2018-08-22,8,58.2084722222222,1.52125
2018-08-22,9,52.8241666666667,0
2018-08-23,3,70.9041666666667,7.96
2018-08-23,4,70.0990277777778,6.85194444444444
2018-08-23,5,69.2938888888889,5.74388888888889
2018-08-23,6,68.48875,4.63583333333333
2018-08-23,7,63.3683333333333,3.09055555555556
2018-08-23,8,58.2479166666667,1.54527777777778
2018-08-23,9,53.1275,0
2018-08-24,3,70.72625,7.52375
2018-08-24,4,69.5275,5.65069444444444
2018-08-24,5,68.32875,3.77763888888889
2018-08-24,6,67.13,1.90458333333333
2018-08-24,7,62.5908333333333,1.26972222222222
2018-08-24,8,58.0516666666667,0.634861111111111
2018-08-24,9,53.5125,0
2018-08-25,3,70.43875,7.41333333333333
2018-08-25,4,69.7608333333333,6.04666666666667
2018-08-25,5,69.0829166666667,4.68
2018-08-25,6,68.405,3.31333333333333
2018-08-25,7,63.4651388888889,2.20888888888889
2018-08-25,8,58.5252777777778,1.10444444444444
2018-08-25,9,53.5854166666667,0
2018-08-26,3,70.6620833333333,7.20833333333333
2018-08-26,4,69.4575,5.54722222222222
2018-08-26,5,68.2529166666667,3.88611111111111
2018-08-26,6,67.0483333333333,2.225
2018-08-26,7,62.7819444444444,1.48333333333333
2018-08-26,8,58.5155555555556,0.741666666666667
2018-08-26,9,54.2491666666667,0
2018-08-27,3,70.2366666666667,7.34666666666667
2018-08-27,4,69.8145833333333,6.66847222222222
2018-08-27,5,69.3925,5.99027777777778
2018-08-27,6,68.9704166666667,5.31208333333333
2018-08-27,7,63.7351388888889,3.54138888888889
2018-08-27,8,58.4998611111111,1.77069444444444
2018-08-27,9,53.2645833333333,0
2018-08-28,3,68.9441666666667,6.9975
2018-08-28,4,68.7054166666667,6.39958333333333
2018-08-28,5,68.4666666666667,5.80166666666667
2018-08-28,6,68.2279166666667,5.20375
2018-08-28,7,63.2984722222222,3.46916666666667
2018-08-28,8,58.3690277777778,1.73458333333333
2018-08-28,9,53.4395833333333,0
2018-08-29,3,68.0795833333333,6.81625
2018-08-29,4,68.0138888888889,6.92930555555556
2018-08-29,5,67.9481944444444,7.04236111111111
2018-08-29,6,67.8825,7.15541666666667
2018-08-29,7,63.16,4.77027777777778
2018-08-29,8,58.4375,2.38513888888889
2018-08-29,9,53.715,0
2018-08-30,3,68.1304166666667,7.255
2018-08-30,4,67.8718055555556,7.075
2018-08-30,5,67.6131944444444,6.895
2018-08-30,6,67.3545833333333,6.715
2018-08-30,7,62.9020833333333,4.47666666666667
2018-08-30,8,58.4495833333333,2.23833333333333
2018-08-30,9,53.9970833333333,0
2018-08-31,3,67.77875,6.96833333333333
2018-08-31,4,67.5693055555556,6.86791666666667
2018-08-31,5,67.3598611111111,6.7675
2018-08-31,6,67.1504166666667,6.66708333333333
2018-08-31,7,62.9222222222222,4.44472222222222
2018-08-31,8,58.6940277777778,2.22236111111111
2018-08-31,9,54.4658333333333,0
2018-09-01,3,68.3575,7.3575
2018-09-01,4,67.9997222222222,7.13666666666667
2018-09-01,5,67.6419444444444,6.91583333333333
2018-09-01,6,67.2841666666667,6.695
2018-09-01,7,62.7629166666667,4.46333333333333
2018-09-01,8,58.2416666666667,2.23166666666667
2018-09-01,9,53.7204166666667,0
2018-09-02,3,68.7070833333333,7.12625
2018-09-02,4,68.1018055555556,6.71986111111111
2018-09-02,5,67.4965277777778,6.31347222222222
2018-09-02,6,66.89125,5.90708333333333
2018-09-02,7,62.6533333333333,3.93805555555556
2018-09-02,8,58.4154166666667,1.96902777777778
2018-09-02,9,54.1775,0
2018-09-03,3,68.20875,7.28333333333333
2018-09-03,4,67.7413888888889,6.79013888888889
2018-09-03,5,67.2740277777778,6.29694444444444
2018-09-03,6,66.8066666666667,5.80375
2018-09-03,7,62.8073611111111,3.86916666666667
2018-09-03,8,58.8080555555556,1.93458333333333
2018-09-03,9,54.80875,0
2018-09-04,3,67.5916666666667,6.835
2018-09-04,4,67.31125,6.56694444444444
2018-09-04,5,67.0308333333333,6.29888888888889
2018-09-04,6,66.7504166666667,6.03083333333333
2018-09-04,7,62.5170833333333,4.02055555555556
2018-09-04,8,58.28375,2.01027777777778
2018-09-04,9,54.0504166666667,0
2018-09-05,3,67.60125,7.46875
2018-09-05,4,67.5705555555555,7.56805555555556
2018-09-05,5,67.5398611111111,7.66736111111111
2018-09-05,6,67.5091666666667,7.76666666666667
2018-09-05,7,63.2286111111111,5.17777777777778
2018-09-05,8,58.9480555555556,2.58888888888889
2018-09-05,9,54.6675,0
2018-09-06,3,67.2316666666667,7.32875
2018-09-06,4,67.1091666666667,7.50638888888889
2018-09-06,5,66.9866666666667,7.68402777777778
2018-09-06,6,66.8641666666667,7.86166666666667
2018-09-06,7,62.8106944444444,5.24111111111111
2018-09-06,8,58.7572222222222,2.62055555555556
2018-09-06,9,54.70375,0
2018-09-07,3,67.0760869565217,7.43130434782609
2018-09-07,4,66.7721739130435,7.28376811594203
2018-09-07,5,66.4682608695652,7.13623188405797
2018-09-07,6,66.164347826087,6.98869565217391
2018-09-07,7,62.5028985507246,4.65913043478261
2018-09-07,8,58.8414492753623,2.3295652173913
2018-09-07,9,55.18,0
2018-09-08,3,66.5375,7.71166666666667
2018-09-08,4,66.3465277777778,7.50291666666667
2018-09-08,5,66.1555555555556,7.29416666666667
2018-09-08,6,65.9645833333333,7.08541666666667
2018-09-08,7,61.9726388888889,4.72361111111111
2018-09-08,8,57.9806944444444,2.36180555555556
2018-09-08,9,53.98875,0
2018-09-09,3,66.1966666666667,7.82208333333333
2018-09-09,4,66.0095833333333,7.44472222222222
2018-09-09,5,65.8225,7.06736111111111
2018-09-09,6,65.6354166666667,6.69
2018-09-09,7,61.8751388888889,4.46
2018-09-09,8,58.1148611111111,2.23
2018-09-09,9,54.3545833333333,0
2018-09-10,3,65.8429166666667,7.69666666666667
2018-09-10,4,65.7894444444444,7.77486111111111
2018-09-10,5,65.7359722222222,7.85305555555556
2018-09-10,6,65.6825,7.93125
2018-09-10,7,62.1075,5.2875
2018-09-10,8,58.5325,2.64375
2018-09-10,9,54.9575,0
2018-09-11,3,65.9329166666667,7.71833333333333
2018-09-11,4,65.7708333333333,7.62361111111111
2018-09-11,5,65.60875,7.52888888888889
2018-09-11,6,65.4466666666667,7.43416666666667
2018-09-11,7,62.0433333333333,4.95611111111111
2018-09-11,8,58.64,2.47805555555556
2018-09-11,9,55.2366666666667,0
2018-09-12,3,66.0545833333333,7.70708333333333
2018-09-12,4,65.9208333333333,7.64916666666667
2018-09-12,5,65.7870833333333,7.59125
2018-09-12,6,65.6533333333333,7.53333333333333
2018-09-12,7,62.5344444444444,5.04222222222222
2018-09-12,8,59.4155555555556,2.55111111111111
2018-09-12,9,56.2966666666667,0.06
2018-09-13,3,65.955,7.62708333333333
2018-09-13,4,65.8295833333333,7.54652777777778
2018-09-13,5,65.7041666666667,7.46597222222222
2018-09-13,6,65.57875,7.38541666666667
2018-09-13,7,62.8061111111111,5.08152777777778
2018-09-13,8,60.0334722222222,2.77763888888889
2018-09-13,9,57.2608333333333,0.47375
2018-09-14,3,66.29,7.38333333333333
2018-09-14,4,66.1808333333333,7.47083333333333
2018-09-14,5,66.0716666666667,7.55833333333333
2018-09-14,6,65.9625,7.64583333333333
2018-09-14,7,63.86875,5.64222222222222
2018-09-14,8,61.775,3.63861111111111
2018-09-14,9,59.68125,1.635
2018-09-15,3,66.1975,7.3475
2018-09-15,4,66.1218055555556,7.46152777777778
2018-09-15,5,66.0461111111111,7.57555555555556
2018-09-15,6,65.9704166666667,7.68958333333333
2018-09-15,7,63.4847222222222,5.46458333333333
2018-09-15,8,60.9990277777778,3.23958333333333
2018-09-15,9,58.5133333333333,1.01458333333333
2018-09-16,3,66.4408333333333,7.50125
2018-09-16,4,66.3588888888889,7.59277777777778
2018-09-16,5,66.2769444444444,7.68430555555556
2018-09-16,6,66.195,7.77583333333333
2018-09-16,7,63.9054166666667,5.88444444444444
2018-09-16,8,61.6158333333333,3.99305555555556
2018-09-16,9,59.32625,2.10166666666667
2018-09-17,3,66.6091666666667,7.64458333333333
2018-09-17,4,66.6130555555556,7.76680555555556
2018-09-17,5,66.6169444444444,7.88902777777778
2018-09-17,6,66.6208333333333,8.01125
2018-09-17,7,64.6004166666667,6.11291666666667
2018-09-17,8,62.58,4.21458333333333
2018-09-17,9,60.5595833333333,2.31625
2018-09-18,3,65.83375,7.19791666666667
2018-09-18,4,65.8215277777778,7.4125
2018-09-18,5,65.8093055555556,7.62708333333333
2018-09-18,6,65.7970833333333,7.84166666666667
2018-09-18,7,64.3097222222222,6.18861111111111
2018-09-18,8,62.8223611111111,4.53555555555556
2018-09-18,9,61.335,2.8825
2018-09-19,3,65.2395833333333,7.24958333333333
2018-09-19,4,65.2338888888889,7.43180555555556
2018-09-19,5,65.2281944444444,7.61402777777778
2018-09-19,6,65.2225,7.79625
2018-09-19,7,63.5108333333333,5.88333333333333
2018-09-19,8,61.7991666666667,3.97041666666667
2018-09-19,9,60.0875,2.0575
2018-09-20,3,64.5475,7.40208333333333
2018-09-20,4,64.5554166666667,7.52833333333333
2018-09-20,5,64.5633333333333,7.65458333333333
2018-09-20,6,64.57125,7.78083333333333
2018-09-20,7,62.9931944444444,5.77680555555556
2018-09-20,8,61.4151388888889,3.77277777777778
2018-09-20,9,59.8370833333333,1.76875
2018-09-21,3,63.2379166666667,7.97708333333333
2018-09-21,4,63.2504166666667,7.95916666666667
2018-09-21,5,63.2629166666667,7.94125
2018-09-21,6,63.2754166666667,7.92333333333333
2018-09-21,7,63.1679166666667,7.80069444444444
2018-09-21,8,63.0604166666667,7.67805555555556
2018-09-21,9,62.9529166666667,7.55541666666667
2018-09-22,3,62.1704166666667,8.08958333333333
2018-09-22,4,62.1786111111111,8.06055555555556
2018-09-22,5,62.1868055555556,8.03152777777778
2018-09-22,6,62.195,8.0025
2018-09-22,7,62.1466666666667,8.11583333333333
2018-09-22,8,62.0983333333333,8.22916666666667
2018-09-22,9,62.05,8.3425
2018-09-23,3,60.8370833333333,8.03333333333333
2018-09-23,4,60.84625,8.01097222222222
2018-09-23,5,60.8554166666667,7.98861111111111
2018-09-23,6,60.8645833333333,7.96625
2018-09-23,7,60.7890277777778,7.98694444444445
2018-09-23,8,60.7134722222222,8.00763888888889
2018-09-23,9,60.6379166666667,8.02833333333333
2018-09-24,3,59.6104166666667,7.99625
2018-09-24,4,59.6193055555556,7.97847222222222
2018-09-24,5,59.6281944444444,7.96069444444444
2018-09-24,6,59.6370833333333,7.94291666666667
2018-09-24,7,59.6044444444444,8.04416666666667
2018-09-24,8,59.5718055555556,8.14541666666667
2018-09-24,9,59.5391666666667,8.24666666666667
2018-09-25,3,59.0245833333333,7.96583333333333
2018-09-25,4,59.0376388888889,7.94694444444444
2018-09-25,5,59.0506944444444,7.92805555555556
2018-09-25,6,59.06375,7.90916666666667
